1.449482859079431274e-03 1.838645172331438912e-02 2.298880970176190794e-02 2.761719134827446409e-02 3.635063812245065140e-02 4.464889482257924924e-02
8.687334414171774466e-04 9.346603459964911848e-03 1.169939713424399119e-02 1.411228734433621866e-02 1.882065373885672202e-02 2.351728571182220423e-02
5.312971203650426050e-04 4.858213718096432258e-03 6.109568607239558233e-03 7.439329559698572812e-03 1.017807117634937641e-02 1.309324473507439066e-02
3.334157634858076619e-04 2.779919513351637728e-03 3.524634291831325178e-03 4.348202175047427738e-03 6.136520865690312312e-03 8.141074443741220731e-03
2.188231468730799571e-04 1.803159810226272501e-03 2.305896169850356423e-03 2.878181042978388265e-03 4.162128147577178958e-03 5.634721522776967202e-03
1.498277880042282490e-04 1.290743404521850490e-03 1.661837201329229539e-03 2.090569502868370663e-03 3.063710598419630126e-03 4.177216741508942011e-03
1.074931876010160433e-04 9.780053030673022639e-04 1.265033981243182020e-03 1.598498314437348401e-03 2.353354482319191740e-03 3.199202286983386656e-03
8.192326444828448644e-05 7.635058105382243636e-04 9.898181082370969674e-04 1.252557212195810248e-03 1.839051403602226043e-03 2.471932279292539218e-03
6.515188507141582896e-05 6.079499665153912562e-04 7.880486844968941302e-04 9.954905721743078501e-04 1.446355518657029297e-03 1.905890124632957311e-03
5.378667293960362082e-05 4.922775690684716562e-04 6.358210994195413485e-04 7.981893022786617749e-04 1.136295543499732906e-03 1.453784802464509838e-03
4.546368202885585840e-05 4.031628203166623490e-04 5.166708919050938325e-04 6.410905326237645134e-04 8.843265325077376152e-04 1.087523408538010892e-03
3.837620156807486675e-05 3.305026641886585955e-04 4.185948541764462059e-04 5.107001020775617890e-04 6.754000800806148194e-04 7.909232209817277249e-04
3.191631959668366235e-05 2.676959673839621385e-04 3.339492873553059969e-04 3.988204790546885301e-04 5.010644254524236835e-04 5.541526482067074154e-04
2.583923850741446922e-05 2.113951981558128215e-04 2.591046544608991754e-04 3.018739454024442384e-04 3.576687640929392619e-04 3.709416895433159580e-04
2.033668992277056547e-05 1.610695258743031816e-04 1.936013442397613218e-04 2.194780913481365490e-04 2.437758883867344325e-04 2.355805380801774648e-04
1.566422059962162283e-05 1.175293637057061696e-04 1.382902489894533016e-04 1.522088354813454876e-04 1.576279740793881407e-04 1.410464277903380158e-04
1.189637604807358141e-05 8.176757364080250749e-05 9.400274541654157420e-05 1.002247417752744182e-04 9.623381557397517436e-05 7.917885539172325325e-05
9.002354556800637873e-06 5.414599686325015403e-05 6.066255841137874492e-05 6.247708755419476142e-05 5.524318149233328046e-05 4.143729099960433994e-05
6.883681476049138058e-06 3.420391655641780995e-05 3.719895809883850521e-05 3.685871060033603185e-05 2.973461195266386296e-05 2.010151091576719887e-05
5.368062030946760931e-06 2.075262425013996354e-05 2.178001197607105598e-05 2.063715525324610686e-05 1.498629084389230677e-05 8.984661538211479305e-06
4.277414875355727342e-06 1.224142197408250069e-05 1.229021701553300996e-05 1.103568065596746821e-05 7.071391451526755578e-06 3.672231370116094595e-06
3.464512208610866881e-06 7.151665039069055617e-06 6.786866005214877447e-06 5.699452706658406744e-06 3.128449175107811370e-06 1.358858248656777254e-06
2.817430817746704220e-06 4.222636499989940505e-06 3.732053186079780796e-06 2.878132818394211525e-06 1.295590727751778229e-06 4.465876546575446267e-07
2.272806490426050909e-06 2.554412001605470447e-06 2.066812075021015443e-06 1.427841423275817148e-06 4.942326848588065409e-07 1.247804706404087829e-07
1.798489328665990299e-06 1.574812008718728720e-06 1.141382218697523869e-06 6.815835658196918429e-07 1.643886642896035583e-07 2.680907284563929533e-08
1.381766137395385378e-06 9.601753219007772737e-07 6.022629666206352880e-07 2.936244995087468011e-07 4.208187074304211424e-08 3.615036399331403196e-09
1.022662682838266489e-06 5.505960068086530219e-07 2.810797497640135167e-07 1.014993525932747481e-07 6.618656420847457032e-09 2.132637874543522586e-10
7.255568500269566664e-07 2.778356062904308694e-07 1.035690006638189457e-07 2.345164834734346321e-08 4.438841868134166333e-10 3.040409315656353170e-12
4.943725723695942620e-07 1.137944863265559198e-07 2.584770461335784462e-08 2.791259987946159232e-09 7.369398724709669857e-12 4.273962180401249500e-15
3.271990956420522092e-07 3.479932068018125622e-08 3.677685687314898915e-09 1.262157545267257854e-10 1.584574323577962532e-14 2.070840262718054210e-19
1.948555693419513627e-07 7.039892458162578715e-09 2.535433285330201871e-10 1.732742838513238663e-12 3.239564842961985980e-18 4.147618023595392628e-25
1.057605038825668002e-07 1.091394895516595676e-09 1.124772755558149325e-11 1.180174142138954663e-14 2.718420358629814076e-22 6.022201736935808586e-25
5.319287712723633528e-08 1.837084424628633586e-10 6.347111884804656088e-13 1.304314049370143623e-16 1.600158148162907783e-26 -9.716169049862752305e-25
2.479693052574436832e-08 4.311358953006813278e-11 7.510952920970328346e-14 5.595434803703682782e-18 2.053233883611934484e-24 -2.792910187395865404e-25
1.065464284972303140e-08 1.354460854791810631e-11 1.726847676987859737e-14 8.122128214372858076e-19 -1.433984996594600014e-24 5.815514145642684327e-25
4.188550336495629732e-09 4.778153051928352217e-12 5.468416331011225501e-15 2.194968132056233523e-19 -7.747834573495440130e-25 1.264578761117428955e-24
1.528307833016129766e-09 1.693309683345852316e-12 1.882375193996466089e-15 7.240086201085510405e-20 -4.200979214804297725e-24 -2.544679815043926582e-24
5.599385170167118636e-10 6.165980218203765821e-13 6.812652952190644878e-16 2.596935497249970053e-20 2.746173359819996008e-24 5.312692095818004802e-25
2.434100937603485144e-10 2.677705511535366791e-13 2.955566343938970930e-16 1.124988879096570015e-20 3.292729908736830495e-25 -9.813443997666645069e-25
1.377612230251410039e-10 1.515265126668936272e-13 1.672261242915866026e-16 6.363639606499011679e-21 2.177952573007946668e-24 1.053679489114451071e-25
8.667765494543998266e-11 9.533625701492604281e-14 1.052114314556597125e-16 4.003653637001484242e-21 1.198262522508407484e-23 9.902515688206298112e-25
5.011038586951422152e-11 5.511579924095843612e-14 6.082447461247080155e-17 2.314547365329962851e-21 1.053815320714585054e-24 1.323306908802315865e-25
2.395288607941699734e-11 2.634543401615650666e-14 2.907413259308114209e-17 1.106026422758800160e-21 1.599689596879812222e-23 3.103450415344834951e-25
7.875104463029294203e-12 8.661708035692282683e-15 9.558828224388415846e-18 3.639772191035680853e-22 -1.254036815264736822e-23 -9.232007031342934598e-26
