2.029042002833273111e-03 3.662575240925017850e-01 4.241772010069784216e-01 4.661339258623700132e-01 5.191385583987951913e-01 5.549166895927872822e-01
3.274270403988969146e-03 3.997977258378990206e-02 4.581509052869554149e-02 5.004082168276879211e-02 5.537589886763027991e-02 5.897368440061229178e-02
4.647275140637607653e-03 5.333846407200668743e-02 6.107649866751839463e-02 6.667781433812312863e-02 7.374385646590936316e-02 7.850314376131627137e-02
6.304161701243304709e-03 7.519913383661377959e-02 8.614307484452191077e-02 9.406092533076208795e-02 1.040389669422942531e-01 1.107491968071321053e-01
8.600620259572352988e-03 1.111043763340121143e-01 1.273799582549244858e-01 1.391492247779242963e-01 1.539658329353580657e-01 1.639148442990808752e-01
1.162239999999999975e-02 1.637391912400263383e-01 1.878840501286015430e-01 2.053367887469344233e-01 2.272909453781500611e-01 2.420149172443714081e-01
1.520268007676117694e-02 2.315109418378020201e-01 2.658365750749485668e-01 2.906415285920164182e-01 3.218271503011113643e-01 3.427251056583017208e-01
1.899413108727962540e-02 3.062658502109252279e-01 3.518457875402163371e-01 3.847777945813600220e-01 4.261666964011949776e-01 4.538874910787806805e-01
2.256973566351344607e-02 3.676061057737999849e-01 4.223464235305534054e-01 4.618928232847775428e-01 5.115844515024995376e-01 5.448557273528792377e-01
2.508049310000116244e-02 3.993365083441318131e-01 4.587097463169980127e-01 5.016007731462133190e-01 5.554891340750693907e-01 5.915643379778374733e-01
2.511320294711658421e-02 3.894812060105144469e-01 4.472848071200025144e-01 4.890411149896313203e-01 5.415017586052398579e-01 5.766190980225168738e-01
2.148679679999999925e-02 3.383441154967539721e-01 3.886110813557012711e-01 4.249234705011922242e-01 4.705456673899192088e-01 5.010863713863780156e-01
1.542005711040097746e-02 2.631477573014562310e-01 3.024493630214901696e-01 3.308417568961602440e-01 3.665166219015181248e-01 3.904015603406245094e-01
9.943610126211803457e-03 1.837332000527225340e-01 2.113067492475577958e-01 2.312282964293446152e-01 2.562640356365518124e-01 2.730303944292015172e-01
6.383313342669073506e-03 1.169832239310911043e-01 1.345333658890505713e-01 1.472150639999640909e-01 1.631572172493744310e-01 1.738385472868815285e-01
4.062534508140770370e-03 6.929020619440277862e-02 7.964281804190756486e-02 8.712544812032282926e-02 9.653649945235211194e-02 1.028466636707823650e-01
2.408713693240902877e-03 3.885203095169176279e-02 4.463800536830427740e-02 4.882155752294808915e-02 5.408726548663572026e-02 5.762198713136639644e-02
